,players,age,league,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall
1441,Jesús Rodríguez Ortuño,23,La Liga,Midfielder,Granada CF,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1442,Jesús Vallejo Lázaro,24,La Liga,Defender,Granada CF,1359,607,752,Spain,21,11,10,0,0,0,0,0,0,0,0,4,3,1,22,6,16,3,1,0.0,0.0,0.0,0.0,0.0,0,1.46,62,65,340,0,0.26
1443,Jesús Vázquez Alcalde,18,La Liga,Defender,Valencia CF,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1444,Jetro Willems,27,Bundesliga,Defender,Eintracht Frankfurt,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1445,Jhon Cordoba,28,Bundesliga,Forward,Hertha BSC,1542,835,707,Colombia,21,11,10,7,4,3,1,1,0,0,0,6,4,2,25,14,11,3,0,0.47,0.06,0.41,0.43,0.38,220,1.46,62,73,514,1542,0.18
1446,Jimmy Adrian Kaparos,19,Bundesliga,Defender,Schalke 04,17,0,17,Netherlands,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,17,0,0,0.0
1447,Jimmy Briand,35,Ligue 1,Forward,Bordeaux,551,198,353,France,24,10,14,1,1,0,2,1,1,1,0,11,7,4,9,2,7,2,0,0.49,0.33,0.16,0.45,0.0,551,1.47,61,23,276,276,0.33
1448,Jimmy Cabot,27,Ligue 1,Midfielder,Angers SCO,937,310,627,France,22,10,12,1,0,1,1,1,0,0,0,3,2,1,16,5,11,1,0,0.19,0.1,0.1,0.0,0.14,937,1.54,59,43,937,937,0.1
1449,Jimmy Dunne,23,Premier League,Defender,Burnley,270,90,180,Republic of Ireland,3,1,2,1,0,1,0,0,0,0,0,0,0,0,6,1,5,1,0,0.33,0.0,0.33,0.0,0.5,270,2.0,45,90,270,0,0.33
1450,Jiří Pavlenka,29,Bundesliga,Goalkeeper,Werder Bremen,3060,1530,1530,Czech Republic,34,17,17,0,0,0,0,0,0,0,0,6,4,2,51,26,25,2,0,0.0,0.0,0.0,0.0,0.0,0,1.5,60,90,1530,0,0.06
1451,Joachim Andersen,25,Premier League,Defender,Fulham,2730,1350,1380,Denmark,31,15,16,1,1,0,1,0,1,0,0,9,5,4,32,17,15,8,1,0.07,0.03,0.03,0.07,0.0,2730,1.05,85,88,303,2730,0.3
1452,Joachim Andersen,25,Ligue 1,Defender,Olympique Lyonnais,191,11,180,Denmark,3,1,2,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0,0.94,96,64,191,0,0.47
1453,Joakim Mæhle,24,Serie A,Midfielder,Atalanta,1211,640,571,Denmark,20,10,10,0,0,0,2,1,1,0,0,8,4,4,14,8,6,0,0,0.15,0.15,0.0,0.0,0.0,0,1.04,87,61,0,606,0.0
1454,Joakim Nilsson,27,Bundesliga,Defender,Arminia Bielefeld,2162,1157,1005,Sweden,25,13,12,0,0,0,0,0,0,0,0,9,5,4,32,15,17,1,0,0.0,0.0,0.0,0.0,0.0,0,1.33,68,86,2162,0,0.04
1455,Joan Jordán,27,La Liga,Midfielder,Sevilla FC,2418,1134,1284,Spain,35,17,18,1,0,1,6,2,4,0,0,16,10,6,20,8,12,8,1,0.26,0.22,0.04,0.0,0.07,2418,0.74,121,69,302,403,0.3
1456,Joaquin Correa,26,Serie A,Midfielder,Lazio,1945,982,963,Argentina,28,14,14,8,5,3,3,3,0,1,0,7,4,3,40,15,25,3,1,0.51,0.14,0.37,0.46,0.28,243,1.85,49,69,648,648,0.14
1457,Joaquín,40,La Liga,Midfielder,Real Betis,1295,814,481,Spain,27,15,12,2,1,1,5,2,3,0,0,11,6,5,17,10,7,2,0,0.49,0.35,0.14,0.11,0.19,648,1.18,76,48,648,259,0.14
1458,Joaquín Fernández Moreno,25,La Liga,Midfielder,Real Valladolid,2076,1189,887,Spain,25,14,11,1,1,0,0,0,0,0,0,1,0,1,34,19,15,8,0,0.04,0.0,0.04,0.08,0.0,2076,1.47,61,83,260,0,0.35
1459,Joaquín José Marín Ruiz,31,La Liga,Defender,Granada CF,1185,479,706,Spain,19,7,12,1,0,1,0,0,0,0,0,2,1,1,27,10,17,5,0,0.08,0.0,0.08,0.0,0.13,1185,2.05,44,62,237,0,0.38
1460,Joaquín Muñoz Benavides,22,La Liga,Forward,SD Huesca,38,37,1,Spain,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2.37,38,13,0,0,0.0
1461,Joe Bryan,27,Premier League,Defender,Fulham,662,370,292,England,16,8,8,1,0,1,0,0,0,0,0,2,1,1,16,9,7,2,0,0.14,0.0,0.14,0.0,0.31,662,2.18,41,41,331,0,0.27
1462,Joe Gelhardt,19,Premier League,Midfielder,Leeds United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1463,Joe Gomez,24,Premier League,Defender,Liverpool,590,360,230,England,7,4,3,0,0,0,0,0,0,0,0,0,0,0,14,6,8,0,0,0.0,0.0,0.0,0.0,0.0,0,2.14,42,84,0,0,0.0
1464,Joe Hart,34,Premier League,Goalkeeper,Tottenham Hotspur,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1465,Joe Rodon,23,Premier League,Defender,Tottenham Hotspur,729,189,540,Wales,12,4,8,0,0,0,0,0,0,0,0,5,2,3,11,5,6,0,0,0.0,0.0,0.0,0.0,0.0,0,1.36,66,61,0,0,0.0
1466,Joel Asoro,22,Serie A,Midfielder,Genoa,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1467,Joel Matip,29,Premier League,Defender,Liverpool,693,331,362,Cameroon,10,5,5,1,1,0,2,1,1,0,0,3,2,1,5,1,4,2,0,0.39,0.26,0.13,0.27,0.0,693,0.65,139,69,347,347,0.26
1468,Joel Mumbongo,22,Premier League,Forward,Burnley,36,22,14,Sweden,4,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,2.5,36,9,36,0,2.5
1469,Joel Pohjanpalo,26,Bundesliga,Forward,Union Berlin,856,402,454,Finland,20,9,11,6,4,2,0,0,0,0,0,6,3,3,11,2,9,0,0,0.63,0.0,0.63,0.9,0.4,143,1.16,78,43,0,0,0.0
1470,Joel Robles Blázquez,31,La Liga,Goalkeeper,Real Betis,1620,810,810,Spain,18,9,9,0,0,0,0,0,0,0,0,6,3,3,25,12,13,2,0,0.0,0.0,0.0,0.0,0.0,0,1.39,65,90,810,0,0.11
1471,Joel Ward,31,Premier League,Defender,Crystal Palace,2255,1085,1170,England,26,13,13,0,0,0,1,0,1,0,0,8,6,2,40,14,26,5,0,0.04,0.04,0.0,0.0,0.0,0,1.6,56,87,451,2255,0.2
1472,Joelinton Cassio Apolinário de Lira,24,Premier League,Forward,Newcastle United,1989,1152,837,Brazil,31,16,15,4,3,1,2,1,1,1,0,5,2,3,36,19,17,3,0,0.27,0.09,0.18,0.23,0.11,497,1.63,55,64,663,995,0.14
1473,Johan Mojica,28,La Liga,Defender,Elche CF,1204,484,720,Colombia,17,7,10,0,0,0,0,0,0,0,0,3,3,0,21,6,15,3,0,0.0,0.0,0.0,0.0,0.0,0,1.57,57,71,401,0,0.22
1474,Johan Mojica,28,Serie A,Defender,Atalanta,294,149,145,Colombia,11,6,5,0,0,0,0,0,0,0,0,1,1,0,3,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0.92,98,27,294,0,0.31
1475,Johann Berg Guðmunds­son,30,Premier League,Midfielder,Burnley,1368,774,594,Iceland,22,12,10,2,1,1,0,0,0,0,0,4,1,3,24,14,10,2,0,0.13,0.0,0.13,0.12,0.15,684,1.58,57,62,684,0,0.13
1476,John Anthony Brooks,28,Bundesliga,Defender,Wolfsburg,2774,1334,1440,USA,32,16,16,2,2,0,0,0,0,0,0,13,8,5,32,15,17,5,0,0.06,0.0,0.06,0.13,0.0,1387,1.04,87,87,555,0,0.16
1477,John Boye,34,Ligue 1,Defender,Metz,3047,1617,1430,Ghana,35,19,16,1,1,0,2,1,1,0,0,7,4,3,35,20,15,7,2,0.09,0.06,0.03,0.06,0.0,3047,1.03,87,87,381,1524,0.24
1478,John Egan,28,Premier League,Defender,Sheffield United,2630,1350,1280,Republic of Ireland,31,15,16,0,0,0,1,1,0,0,0,4,3,1,46,21,25,8,1,0.03,0.03,0.0,0.0,0.0,0,1.57,57,85,292,2630,0.31
1479,John Fleck,29,Premier League,Midfielder,Sheffield United,2577,1340,1237,Scotland,31,15,16,0,0,0,2,1,1,0,0,5,4,1,45,22,23,4,0,0.07,0.07,0.0,0.0,0.0,0,1.57,57,83,644,1289,0.14
1480,John Guidetti,29,La Liga,Forward,Deportivo Alavés,200,25,175,Sweden,10,3,7,1,0,1,0,0,0,0,0,1,1,0,5,2,3,1,0,0.45,0.0,0.45,0.0,0.51,200,2.25,40,20,200,0,0.45
1481,John Joe Patrick Finn,17,La Liga,Midfielder,Getafe CF,60,45,15,Spain,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,10,0,0,0.0
1482,John Lundstram,27,Premier League,Midfielder,Sheffield United,2032,1095,937,England,28,16,12,0,0,0,2,1,1,0,1,3,3,0,39,18,21,9,1,0.09,0.09,0.0,0.0,0.0,0,1.73,52,73,203,1016,0.44
1483,John McGinn,26,Premier League,Midfielder,Aston Villa,3330,1620,1710,Scotland,37,18,19,3,2,1,5,1,4,0,0,14,6,8,43,27,16,12,0,0.22,0.14,0.08,0.11,0.05,1110,1.16,77,90,278,666,0.32
1484,John Nwankwo Donald Okeh,20,La Liga,Midfielder,Elche CF,50,0,50,Spain,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,3.6,25,25,0,0,0.0
1485,John Ruddy,34,Premier League,Goalkeeper,Wolverhampton Wanderers,90,0,90,England,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,90,45,0,0,0.0
1486,John Stones,27,Premier League,Defender,Manchester City,1934,990,944,England,22,11,11,4,3,1,0,0,0,0,0,14,8,6,10,4,6,1,1,0.19,0.0,0.19,0.27,0.1,484,0.47,193,88,967,0,0.09
1487,Johnathan Panzo,20,Ligue 1,Defender,Dijon,1805,960,845,England,22,12,10,0,0,0,0,0,0,0,0,3,3,0,34,13,21,5,0,0.0,0.0,0.0,0.0,0.0,0,1.7,53,82,361,0,0.25
1488,Jokin Ezkieta Mendiburu,24,La Liga,Goalkeeper,Athletic Club Bilbao,90,0,90,Spain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,45,90,0,0,0.0
1489,Jomaine Ellay Consbruch,19,Bundesliga,Midfielder,Arminia Bielefeld,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1490,Jon Ander Garrido Moracia,31,La Liga,Midfielder,Cádiz,789,362,427,Spain,23,9,14,0,0,0,0,0,0,0,0,6,2,4,17,7,10,1,0,0.0,0.0,0.0,0.0,0.0,0,1.94,46,34,789,0,0.11
1491,Jon Ander Olasagasti Imizcoz,20,La Liga,Midfielder,Real Sociedad,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1492,Jon Bautista Orgilles,26,La Liga,Forward,Real Sociedad,348,202,146,Spain,21,12,9,0,0,0,1,1,0,0,0,7,4,3,5,4,1,3,0,0.26,0.26,0.0,0.0,0.0,0,1.29,70,17,116,348,0.78
1493,Jon Guridi Aldalur,26,La Liga,Midfielder,Real Sociedad,827,407,420,Spain,17,9,8,0,0,0,1,1,0,0,0,7,4,3,9,3,6,2,0,0.11,0.11,0.0,0.0,0.0,0,0.98,92,49,414,827,0.22
1494,Jon Mikel Magunagoitia Blasco,0,La Liga,Goalkeeper,SD Eibar,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1495,Jon Moncayola Tollar,23,La Liga,Midfielder,CA Osasuna,2663,1073,1590,Spain,36,17,19,2,1,1,0,0,0,0,0,9,4,5,37,13,24,7,1,0.07,0.0,0.07,0.08,0.06,1332,1.25,72,74,380,0,0.24
1496,Jon Morcillo Conesa,22,La Liga,Forward,Athletic Club Bilbao,1363,768,595,Spain,30,16,14,2,2,0,2,2,0,0,0,8,4,4,12,5,7,3,0,0.26,0.13,0.13,0.23,0.0,682,0.79,114,45,454,682,0.2
1497,Jon Pacheco Dozagarat,20,La Liga,Defender,Real Sociedad,31,0,31,Spain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,31,0,0,0.0
1498,Jonas Hector,31,Bundesliga,Defender,Köln,1294,674,620,Germany,19,10,9,3,3,0,1,1,0,0,0,3,2,1,24,9,15,2,0,0.28,0.07,0.21,0.4,0.0,431,1.67,54,68,647,1294,0.14
1499,Jonas Hofmann,29,Bundesliga,Midfielder,Borussia M'gladbach,1824,782,1042,Germany,24,10,14,6,4,2,11,5,6,3,0,6,3,3,32,8,24,1,0,0.84,0.54,0.3,0.46,0.17,304,1.58,57,76,1824,166,0.05
1500,Jonas Lössl,32,Premier League,Goalkeeper,Everton,0,0,0,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1501,Jonas Martin,31,Ligue 1,Midfielder,Rennes,481,106,375,France,12,5,7,0,0,0,0,0,0,0,0,2,0,2,7,2,5,3,0,0.0,0.0,0.0,0.0,0.0,0,1.31,69,40,160,0,0.56
1502,Jonas Michel Dirkner,19,Bundesliga,Midfielder,Hertha BSC,15,0,15,Germany,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,15,0,0,0.0
1503,Jonas Michelbrink,20,Bundesliga,Midfielder,Hertha BSC,37,23,14,Germany,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,19,37,0,2.43
1504,Jonas Omlin,27,Ligue 1,Goalkeeper,Montpellier,2675,1486,1189,Switzerland,31,17,14,0,0,0,0,0,0,0,0,2,0,2,49,30,19,1,1,0.0,0.0,0.0,0.0,0.0,0,1.65,55,86,1338,0,0.07
1505,Jonatan Carmona Alamo,0,La Liga,Forward,Elche CF,74,0,74,Spain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.22,74,74,0,0,0.0
1506,Jonathan Bamba,25,Ligue 1,Forward,Lille,2993,1536,1457,France,38,19,19,6,5,1,9,6,3,0,0,21,10,11,18,10,8,2,0,0.45,0.27,0.18,0.29,0.06,499,0.54,166,79,1497,333,0.06
1507,Jonathan Burkardt,21,Bundesliga,Forward,Mainz 05,1376,632,744,Germany,29,14,15,2,1,1,0,0,0,0,0,5,2,3,28,11,17,0,0,0.13,0.0,0.13,0.14,0.12,688,1.83,49,47,0,0,0.0
1508,Jonathan Calleri,27,La Liga,Forward,CA Osasuna,1558,788,770,Argentina,25,13,12,5,3,2,2,1,1,0,0,8,4,4,17,8,9,4,0,0.4,0.12,0.29,0.34,0.23,312,0.98,92,62,390,779,0.23
1509,Jonathan Clauss,28,Ligue 1,Defender,Lens,2538,1128,1410,France,33,16,17,3,2,1,6,3,3,0,0,6,3,3,39,19,20,2,0,0.32,0.21,0.11,0.16,0.06,846,1.38,65,77,1269,423,0.07
1510,Jonathan David,21,Ligue 1,Forward,Lille,2367,1327,1040,Canada,37,19,18,13,5,8,2,2,0,0,0,20,10,10,12,7,5,0,0,0.57,0.08,0.49,0.34,0.69,182,0.46,197,64,0,1184,0.0
1511,Jonathan Delaplace,35,Ligue 1,Midfielder,Lorient,899,545,354,France,18,10,8,0,0,0,1,1,0,0,0,3,2,1,14,11,3,2,1,0.1,0.1,0.0,0.0,0.0,0,1.4,64,50,300,899,0.3
1512,Jonathan Gradit,28,Ligue 1,Defender,Lens,2828,1411,1417,France,33,16,17,0,0,0,1,0,1,0,0,8,4,4,33,14,19,9,1,0.03,0.03,0.0,0.0,0.0,0,1.05,86,86,314,2828,0.29
1513,Jonathan Schmid,31,Bundesliga,Midfielder,Freiburg,2399,1162,1237,France,31,15,16,2,1,1,2,1,1,0,0,5,3,2,39,19,20,4,0,0.15,0.08,0.08,0.08,0.07,1200,1.46,62,77,600,1200,0.15
1514,Jonathan Tah,25,Bundesliga,Defender,Bayer Leverkusen,2219,1203,1016,Germany,27,15,12,1,0,1,0,0,0,0,0,6,2,4,27,13,14,3,0,0.04,0.0,0.04,0.0,0.09,2219,1.1,82,82,740,0,0.12
1515,Jonathan Varane,0,Ligue 1,Midfielder,Lens,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1516,Jonjo Shelvey,29,Premier League,Midfielder,Newcastle United,2617,1357,1260,England,30,16,14,1,1,0,3,1,2,0,0,6,1,5,44,26,18,7,0,0.14,0.1,0.03,0.07,0.0,2617,1.51,59,87,374,872,0.24
1517,Jonjoe Kenny,24,Premier League,Defender,Everton,76,0,76,England,4,2,2,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.18,76,19,0,0,0.0
1518,Jonny,27,Premier League,Defender,Wolverhampton Wanderers,501,196,305,Spain,7,3,4,0,0,0,0,0,0,0,0,3,2,1,4,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.72,125,72,0,0,0.0
1519,Jonny Evans,33,Premier League,Defender,Leicester City,2476,1329,1147,Northern Ireland,28,15,13,2,1,1,2,1,1,0,0,10,6,4,30,17,13,7,0,0.15,0.07,0.07,0.07,0.08,1238,1.09,83,88,354,1238,0.25
1520,Jony Rodríguez,30,La Liga,Midfielder,CA Osasuna,865,416,449,Spain,22,12,10,0,0,0,2,2,0,0,0,6,4,2,10,6,4,0,0,0.21,0.21,0.0,0.0,0.0,0,1.04,87,39,0,433,0.0
1521,Jonás Ramalho,28,La Liga,Defender,CA Osasuna,303,51,252,Spain,5,2,3,0,0,0,0,0,0,0,0,1,1,0,7,1,6,0,0,0.0,0.0,0.0,0.0,0.0,0,2.08,43,61,0,0,0.0
1522,Jordan Amavi,27,Ligue 1,Defender,Olympique Marseille,813,186,627,France,13,4,9,1,1,0,0,0,0,0,0,4,0,4,6,3,3,4,1,0.11,0.0,0.11,0.48,0.0,813,0.66,136,63,163,0,0.55
1523,Jordan Ayew,29,Premier League,Forward,Crystal Palace,2097,1017,1080,Ghana,33,16,17,1,1,0,3,2,1,0,0,8,6,2,40,16,24,4,0,0.17,0.13,0.04,0.09,0.0,2097,1.72,52,64,524,699,0.17
1524,Jordan Ferri,29,Ligue 1,Midfielder,Montpellier,2591,1336,1255,France,34,17,17,0,0,0,3,2,1,0,0,4,0,4,42,25,17,6,0,0.1,0.1,0.0,0.0,0.0,0,1.46,62,76,432,864,0.21
1525,Jordan Henderson,31,Premier League,Midfielder,Liverpool,1707,807,900,England,21,10,11,1,0,1,1,1,0,0,0,5,2,3,22,12,10,0,0,0.11,0.05,0.05,0.0,0.1,1707,1.16,78,81,0,1707,0.0
1526,Jordan Holsgrove,21,La Liga,Midfielder,Celta de Vigo,140,98,42,Scotland,5,3,2,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.29,70,28,0,0,0.0
1527,Jordan Lotomba,22,Ligue 1,Midfielder,Nice,2127,1144,983,Switzerland,30,15,15,1,1,0,0,0,0,0,0,8,2,6,29,19,10,7,1,0.04,0.0,0.04,0.08,0.0,2127,1.23,73,71,304,0,0.3
1528,Jordan Lukaku,27,Serie A,Defender,Lazio,0,0,0,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1529,Jordan Marié,29,Ligue 1,Midfielder,Dijon,1432,624,808,France,24,12,12,0,0,0,0,0,0,0,0,4,2,2,29,10,19,2,0,0.0,0.0,0.0,0.0,0.0,0,1.82,49,60,716,0,0.13
1530,Jordan Pickford,27,Premier League,Goalkeeper,Everton,2743,1483,1260,England,31,17,14,0,0,0,0,0,0,0,0,10,3,7,36,22,14,1,0,0.0,0.0,0.0,0.0,0.0,0,1.18,76,88,2743,0,0.03
1531,Jordan Torunarigha,23,Bundesliga,Defender,Hertha BSC,969,518,451,Germany,14,8,6,0,0,0,0,0,0,0,0,5,5,0,13,5,8,5,0,0.0,0.0,0.0,0.0,0.0,0,1.21,75,69,194,0,0.46
1532,Jordan Veretout,28,Serie A,Midfielder,Roma,2062,1137,925,France,29,14,15,10,8,2,2,1,1,5,0,7,5,2,30,14,16,4,0,0.52,0.09,0.44,0.63,0.19,206,1.31,69,71,516,1031,0.17
1533,Jordi Alba,32,La Liga,Defender,FC Barcelona,3029,1498,1531,Spain,35,17,18,3,2,1,5,3,2,0,0,14,6,8,33,17,16,9,0,0.24,0.15,0.09,0.12,0.06,1010,0.98,92,87,337,606,0.27
1534,Jordi Masip López,32,La Liga,Goalkeeper,Real Valladolid,2250,990,1260,Spain,25,11,14,0,0,0,0,0,0,0,0,2,0,2,39,19,20,3,0,0.0,0.0,0.0,0.0,0.0,0,1.56,58,90,750,0,0.12
1535,Jorge Andújar Moreno,34,La Liga,Defender,Levante UD,838,257,581,Spain,17,7,10,0,0,0,0,0,0,0,0,3,1,2,12,6,6,1,0,0.0,0.0,0.0,0.0,0.0,0,1.29,70,49,838,0,0.11
1536,Jorge De Frutos Sebastián,24,La Liga,Forward,Levante UD,2187,1200,987,Spain,37,19,18,4,2,2,9,6,3,0,0,4,2,2,34,19,15,3,0,0.53,0.37,0.16,0.15,0.18,547,1.4,64,59,729,243,0.12
1537,Jorge Marcos Pombo Escobar,27,La Liga,Midfielder,Cádiz,518,232,286,Spain,12,4,8,1,0,1,0,0,0,0,0,1,0,1,6,4,2,1,0,0.17,0.0,0.17,0.0,0.31,518,1.04,86,43,518,0,0.17
1538,Jorge Meré Pérez,24,Bundesliga,Defender,Köln,1300,643,657,Spain,16,8,8,0,0,0,0,0,0,0,0,1,0,1,23,9,14,2,0,0.0,0.0,0.0,0.0,0.0,0,1.59,57,81,650,0,0.14
1539,Jorge Miramón Santagertrudis,32,La Liga,Midfielder,Levante UD,1733,999,734,Spain,26,13,13,0,0,0,3,1,2,0,0,2,2,0,30,15,15,1,0,0.16,0.16,0.0,0.0,0.0,0,1.56,58,67,1733,578,0.05
1540,Jorge Molina,39,La Liga,Forward,Granada CF,1612,688,924,Spain,33,14,19,8,3,5,2,0,2,0,1,5,3,2,33,12,21,3,0,0.56,0.11,0.45,0.39,0.49,202,1.84,49,49,537,806,0.17
1541,Jorge Pulido Mayoral,30,La Liga,Defender,SD Huesca,2886,1370,1516,Spain,33,16,17,1,1,0,0,0,0,0,0,9,7,2,40,17,23,6,1,0.03,0.0,0.03,0.07,0.0,2886,1.25,72,87,412,0,0.22
1542,Jorge Ruiz Ojeda,25,La Liga,Goalkeeper,Levante UD,90,0,90,Spain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0,2.0,45,90,90,0,1.0
1543,Jorge Sáenz de Miera Colmeiro,24,La Liga,Defender,Celta de Vigo,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1544,Jorginho,29,Premier League,Midfielder,Chelsea,2013,1118,895,Italy,28,14,14,7,4,3,1,0,1,7,2,14,7,7,16,11,5,2,0,0.36,0.04,0.31,0.32,0.3,288,0.72,126,72,1007,2013,0.09
1545,Joris Chotard,19,Ligue 1,Midfielder,Montpellier,1155,513,642,France,29,17,12,0,0,0,0,0,0,0,0,4,1,3,27,15,12,3,0,0.0,0.0,0.0,0.0,0.0,0,2.1,43,40,385,0,0.23
1546,Joris Gnagnon,24,La Liga,Defender,Sevilla FC,0,0,0,Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1547,Joscha Wosz,19,Bundesliga,Midfielder,RB Leipzig,32,32,0,Germany,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,16,0,0,0.0
1548,Jose Campana,28,La Liga,Midfielder,Levante UD,747,297,450,Spain,9,4,5,1,0,1,2,1,1,1,0,0,0,0,10,3,7,1,0,0.36,0.24,0.12,0.0,0.2,747,1.2,75,83,747,374,0.12
1549,Jose Fonte,37,Ligue 1,Defender,Lille,3187,1567,1620,Portugal,36,18,18,3,2,1,0,0,0,0,0,20,9,11,21,10,11,7,0,0.08,0.0,0.08,0.11,0.06,1062,0.59,152,89,455,0,0.2
1550,Jose Izquierdo,29,Premier League,Forward,Brighton & Hove Albion,8,0,8,Colombia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,8,0,0,0.0
1551,Joseba Zaldúa,29,La Liga,Defender,Real Sociedad,634,242,392,Spain,12,5,7,0,0,0,0,0,0,0,0,5,1,4,7,3,4,3,0,0.0,0.0,0.0,0.0,0.0,0,0.99,91,53,211,0,0.43
1552,Josep Martínez Riera,23,Bundesliga,Goalkeeper,RB Leipzig,90,0,90,Spain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,90,90,0,0,0.0
1553,Joseph Aidoo,25,La Liga,Defender,Celta de Vigo,1281,615,666,Ghana,25,14,11,0,0,0,0,0,0,0,0,7,5,2,20,10,10,3,0,0.0,0.0,0.0,0.0,0.0,0,1.41,64,51,427,0,0.21
